trans_id,translation,lang
3 - Place du Tomberg,3 - Place du Tomberg,fr
3 - Place du Tomberg,3 - Tombergplein,nl
4 - Place du Tomberg,4 - Place du Tomberg,fr
4 - Place du Tomberg,4 - Tombergplein,nl
1 - Parking Roodebeek,1 - Parking Roodebeek,fr
1 - Parking Roodebeek,1 - Parking Roodebeek,nl
3 - Avenue Paul Hymans,3 - Avenue Paul Hymans,fr
3 - Avenue Paul Hymans,3 - Paul Hymanslaan,nl
4 - Woluwe Shopping Center,4 - Woluwe Shopping Center,fr
4 - Woluwe Shopping Center,4 - Woluwe Shopping Center,nl
5 - Avenue Paul Hymans,5 - Avenue Paul Hymans,fr
5 - Avenue Paul Hymans,5 - Paul Hymanslaan,nl
6 - Avenue Paul Hymans,6 - Avenue Paul Hymans,fr
6 - Avenue Paul Hymans,6 - Paul Hymanslaan,nl
1 - Avenue Emile Vandervelde,1 - Avenue Emile Vandervelde,fr
1 - Avenue Emile Vandervelde,1 - Emile Vanderveldelaan,nl
2 - Avenue Emile Vandervelde,2 - Avenue Emile Vandervelde,fr
2 - Avenue Emile Vandervelde,2 - Emile Vanderveldelaan,nl
3 - Place de l'Alma,3 - Place de l'Alma,fr
3 - Place de l'Alma,3 - Almaplein,nl
2 - Place de la Vecquée,2 - Place de la Vecquée,fr
2 - Place de la Vecquée,2 - Vècquéeplein,nl
1 - Avenue de Wezembeek,1 - Avenue de Wezembeek,fr
1 - Avenue de Wezembeek,1 - Wezembeeklaan,nl
1 - Square Stockel,1 - Square Stockel,fr
1 - Square Stockel,1 - Stokkel Square,nl
2 - Rue Dominique De Jonghe,2 - Rue Dominique De Jonghe,fr
2 - Rue Dominique De Jonghe,2 - Dominique De Jonghestraat,nl
1 - Pont Fernand Demany,1 - Pont Fernand Demany,fr
1 - Pont Fernand Demany,1 - Fernand Demanybrug,nl
2 - Pont Fernand Demany,2 - Pont Fernand Demany,fr
2 - Pont Fernand Demany,2 - Fernand Demanybrug,nl
1 - Avenue des Volontaires,1 - Avenue des Volontaires,fr
1 - Avenue des Volontaires,1 - Vrijwilligerslaan,nl
2 - Boulevard Louis Schimdt,2 - Boulevard Louis Schimdt,fr
2 - Boulevard Louis Schimdt,2 - Louis Schmidtlaan,nl
1 - Chaussée de Wavre,1 - Chaussée de Wavre,fr
1 - Chaussée de Wavre,1 - Waversesteenweg,nl
2 - Chaussée de Wavre,2 - Chaussée de Wavre,fr
2 - Chaussée de Wavre,2 - Waversesteenweg,nl
3 - Chaussée de Wavre,3 - Chaussée de Wavre,fr
3 - Chaussée de Wavre,3 - Waversesteenweg,nl
1 - Parking Delta,1 - Parking Delta,fr
1 - Parking Delta,1 - Parking Delta,nl
2 - Boulevard du Triomphe,2 - Boulevard du Triomphe,fr
2 - Boulevard du Triomphe,2 - Triomflaan,nl
3 - Boulevard des Invalides,3 - Boulevard des Invalides,fr
3 - Boulevard des Invalides,3 - Invalidenlaan,nl
4 - Rue Jules Cockx,4 - Rue Jules Cockx,fr
4 - Rue Jules Cockx,4 - Jules Cockxstraat,nl
1 - Rue Jules Cockx,1 - Rue Jules Cockx,fr
1 - Rue Jules Cockx,1 - Jules Cockxstraat,nl
2 - Rue Jules Cockx,2 - Rue Jules Cockx,fr
2 - Rue Jules Cockx,2 - Jules Cockxstraat,nl
3 - Avenue des Meuniers,3 - Avenue des Meuniers,fr
3 - Avenue des Meuniers,3 - Mulderslaan,nl
4 - Avenue des Meuniers,4 - Avenue des Meuniers,fr
4 - Avenue des Meuniers,4 - Mulderslaan,nl
5 - Rue Jules Cockx,5 - Rue Jules Cockx,fr
5 - Rue Jules Cockx,5 - Jules Cockxstraat,nl
1 - Avenue E.Van Nieuwenhuyse,1 - Avenue E.Van Nieuwenhuyse,fr
1 - Avenue E.Van Nieuwenhuyse,1 - Edmond van Nieuwenhuyselaan,nl
2 - Avenue Louis Dehoux,2 - Avenue Louis Dehoux,fr
2 - Avenue Louis Dehoux,2 - Louis Dehouxlaan,nl
3 - Avenue Louis Dehoux,3 - Avenue Louis Dehoux,fr
3 - Avenue Louis Dehoux,3 - Louis Dehouxlaan,nl
4 - Avenue Louis Dehoux,4 - Avenue Louis Dehoux,fr
4 - Avenue Louis Dehoux,4 - Louis Dehouxlaan,nl
5 - Avenue E.Van Nieuwenhuyse,5 - Avenue E.Van Nieuwenhuyse,fr
5 - Avenue E.Van Nieuwenhuyse,5 - Edmond van Nieuwenhuyselaan,nl
1 - Avenue Herrmann-Debroux,1 - Avenue Herrmann-Debroux,fr
1 - Avenue Herrmann-Debroux,1 - Herrmann-Debrouxlaan,nl
2 - Avenue Herrmann-Debroux,2 - Avenue Herrmann-Debroux,fr
2 - Avenue Herrmann-Debroux,2 - Herrmann-Debrouxlaan,nl
1 - Quai au Bois à Brûler,1 - Quai au Bois à Brûler,fr
1 - Quai au Bois à Brûler,1 - Brandhoutkaai,nl
1 - Quai aux Briques,1 - Quai aux Briques,fr
1 - Quai aux Briques,1 - Baksteenkaai,nl
1 - Rue du Comte de Flandre,1 - Rue du Comte de Flandre,fr
1 - Rue du Comte de Flandre,1 - Graaf van Vlaanderenstraat,nl
2 - Rue Sainte-Marie,2 - Rue Sainte-Marie,fr
2 - Rue Sainte-Marie,2 - Sint-Mariastraat,nl
1 - Place des Étangs Noirs,1 - Place des Étangs Noirs,fr
1 - Place des Étangs Noirs,1 - Zwarte Vijversplein,nl
2 - Chaussée de Gand,2 - Chaussée de Gand,fr
2 - Chaussée de Gand,2 - Gentsesteenweg,nl
1 - Rue du Luxembourg,1 - Rue du Luxembourg,fr
1 - Rue du Luxembourg,1 - Luxemburgstraat,nl
2 - Rue Montoyer,2 - Rue Montoyer,fr
2 - Rue Montoyer,2 - Montoyerstraat,nl
1 - Chaussée d'Ixelles,1 - Chaussée d'Ixelles,fr
1 - Chaussée d'Ixelles,1 - Elsensesteenweg,nl
2 - Avenue de la Toison d'Or,2 - Avenue de la Toison d'Or,fr
2 - Avenue de la Toison d'Or,2 - Gulden-Vlieslaan,nl
3 - Boulevard de Waterloo,3 - Boulevard de Waterloo,fr
3 - Boulevard de Waterloo,3 - Waterloolaan,nl
4 - Boulevard du Régent,4 - Boulevard du Régent,fr
4 - Boulevard du Régent,4 - Regentlaan,nl
5 - Place du Champ de Mars,5 - Place du Champ de Mars,fr
5 - Place du Champ de Mars,5 - Marsveldplein,nl
6 - Square du Bastion,6 - Square du Bastion,fr
6 - Square du Bastion,6 - Bolwerksquare,nl
1 - Avenue Louise,1 - Avenue Louise,fr
1 - Avenue Louise,1 - Louizalaan,nl
2 - Avenue Louise,2 - Avenue Louise,fr
2 - Avenue Louise,2 - Louizalaan,nl
4 - Boulevard de Waterloo,4 - Boulevard de Waterloo,fr
4 - Boulevard de Waterloo,4 - Waterloolaan,nl
1 - Boulevard de Waterloo,1 - Boulevard de Waterloo,fr
1 - Boulevard de Waterloo,1 - Waterloolaan,nl
3 - Avenue Henri Jaspar,3 - Avenue Henri Jaspar,fr
3 - Avenue Henri Jaspar,3 - Henri Jasparlaan,nl
1 - Rue César de Paepe,1 - Rue César de Paepe,fr
1 - Rue César de Paepe,1 - César Depaepestraat,nl
2 - Boulevard du Midi,2 - Boulevard du Midi,fr
2 - Boulevard du Midi,2 - Zuidlaan,nl
3 - Chaussée de Forest,3 - Chaussée de Forest,fr
3 - Chaussée de Forest,3 - Vorstse Steenweg,nl
4 - Avenue de la Porte de Hal,4 - Avenue de la Porte de Hal,fr
4 - Avenue de la Porte de Hal,4 - Hallepoortlaan,nl
1 - Avenue Fonsny,1 - Avenue Fonsny,fr
1 - Avenue Fonsny,1 - Fonsnylaan,nl
2 - Gare SNCB,2 - Gare SNCB,fr
2 - Gare SNCB,2 - Station NMBS Brussel-Zuid,nl
6 - Boulevard de l'Europe,6 - Boulevard de l'Europe,fr
6 - Boulevard de l'Europe,6 - Europalaan,nl
7 - Avenue Fonsny,7 - Avenue Fonsny,fr
7 - Avenue Fonsny,7 - Fonsnylaan,nl
1 - Rue de la Clinique,1 - Rue de la Clinique,fr
1 - Rue de la Clinique,1 - Kliniekstraat,nl
2 - Chaussée de Mons,2 - Chaussée de Mons,fr
2 - Chaussée de Mons,2 - Bergensesteenweg,nl
1 - Rue Léon Delacroix,1 - Rue Léon Delacroix,fr
1 - Rue Léon Delacroix,1 - Léon Delacroixstraat,nl
3 - Quai Fernand Demets,3 - Quai Fernand Demets,fr
3 - Quai Fernand Demets,3 - Fernand Demetskaai,nl
4 - Quai de l'Industrie,4 - Quai de l'Industrie,fr
4 - Quai de l'Industrie,4 - Nijverheidskaai,nl
5 - Place Louise,5 - Place Louise,fr
5 - Place Louise,5 - Louizaplein,nl
1 - Place Madou,1 - Place Madou,fr
1 - Place Madou,1 - Madouplein,nl
2 - Boulevard Bischoffsheim,2 - Boulevard Bischoffsheim,fr
2 - Boulevard Bischoffsheim,2 - Bischoffsheimlaan,nl
3 - Rue des Cultes,3 - Rue des Cultes,fr
3 - Rue des Cultes,3 - Eredienststraat,nl
4 - Place Madou,4 - Place Madou,fr
4 - Place Madou,4 - Madouplein,nl
1 - Boulevard du Jardin Botanique,1 - Boulevard du Jardin Botanique,fr
1 - Boulevard du Jardin Botanique,1 - Kruidtuinlaan,nl
2 - Boulevard Adolphe Max,2 - Boulevard Adolphe Max,fr
2 - Boulevard Adolphe Max,2 - Adolphe Maxlaan,nl
3 - Boulevard Adolphe Max,3 - Boulevard Adolphe Max,fr
3 - Boulevard Adolphe Max,3 - Adolphe Maxlaan,nl
1 - City 2,1 - City 2,fr
1 - City 2,1 - City 2,nl
8 - Place Charles Rogier,8 - Place Charles Rogier,fr
8 - Place Charles Rogier,8 - Karel Rogierplein,nl
7 - Place Charles Rogier,7 - Place Charles Rogier,fr
7 - Place Charles Rogier,7 - Karel Rogierplein,nl
4 - Avenue du Boulevard,4 - Avenue du Boulevard,fr
4 - Avenue du Boulevard,4 - Bolwerklaan,nl
9 - Manhattan center,9 - Manhattan center,fr
9 - Manhattan center,9 - Manhattan Center,nl
1 - Boulevard Baudouin,1 - Boulevard Baudouin,fr
1 - Boulevard Baudouin,1 - Boudewijnlaan,nl
2 - Chaussée d'Anvers,2 - Chaussée d'Anvers,fr
2 - Chaussée d'Anvers,2 - Antwerpsesteenweg,nl
3 - Porte d'Anvers,3 - Porte d'Anvers,fr
3 - Porte d'Anvers,3 - Antwerpsepoort,nl
4 - Boulevard d'Anvers,4 - Boulevard d'Anvers,fr
4 - Boulevard d'Anvers,4 - Antwerpselaan,nl
5 - Boulevard d'Anvers,5 - Boulevard d'Anvers,fr
5 - Boulevard d'Anvers,5 - Antwerpselaan,nl
6 - Parc Maximilien,6 - Parc Maximilien,fr
6 - Parc Maximilien,6 - Maximiliaanpark,nl
1 - Boulevard Léopold II,1 - Boulevard Léopold II,fr
1 - Boulevard Léopold II,1 - Leopold II-laan,nl
1 - Rue de Ribaucourt,1 - Rue de Ribaucourt,fr
1 - Rue de Ribaucourt,2- Leopold II-laan,nl
2 - Rue de l'Armistice,2 - Rue de l'Armistice,fr
2 - Rue de l'Armistice,2 - Wapenstilstandstraat,nl
3 - Rue de l'Armistice,3 - Rue de l'Armistice,fr
3 - Rue de l'Armistice,3 - Wapenstilstandstraat,nl
4 - Boulevard Léopold II,4 - Boulevard Léopold II,fr
4 - Boulevard Léopold II,4 - Leopold II-laan,nl
6 - Place Simonis,6 - Place Simonis,fr
6 - Place Simonis,6 - Eugène Simonisplein,nl
1 - Gare SNCB,1 - Gare SNCB,fr
1 - Gare SNCB,1 - Station NMBS Brussel-Noord,nl
1 - Boulevard Anspach,1 - Boulevard Anspach,fr
1 - Boulevard Anspach,1 - Anspachlaan,nl
2 - Boulevard Anspach,2 - Boulevard Anspach,fr
2 - Boulevard Anspach,2 - Anspachlaan,nl
3 - Bourse,3 - Bourse,fr
3 - Bourse,3 - Beurs,nl
4 - Bourse,4 - Bourse,fr
4 - Bourse,4 - Beurs,nl
5 - Boulevard Anspach,5 - Boulevard Anspach,fr
5 - Boulevard Anspach,5 - Anspachlaan,nl
6 - Boulevard Anspach,6 - Boulevard Anspach,fr
6 - Boulevard Anspach,6 - Anspachlaan,nl
7 - Boulevard Anspach,7 - Boulevard Anspach,fr
7 - Boulevard Anspach,7 - Anspachlaan,nl
8 - Boulevard Anspach,8 - Boulevard Anspach,fr
8 - Boulevard Anspach,8 - Anspachlaan,nl
9 - Bourse,9 - Bourse,fr
9 - Bourse,9 - Beurs,nl
10 - Bourse,10 - Bourse,fr
10 - Bourse,10 - Beurs,nl
11 - Place de la Bourse,11 - Place de la Bourse,fr
11 - Place de la Bourse,11 - Beursplein,nl
12 - Boulevard Anspach,12 - Boulevard Anspach,fr
12 - Boulevard Anspach,12 - Anspachlaan,nl
1 - Place Anneessens,1 - Place Anneessens,fr
1 - Place Anneessens,1 - Anneessensplein,nl
2 - Place Anneessens,2 - Place Anneessens,fr
2 - Place Anneessens,2 - Anneessensplein,nl
3 - Rue de Tournai,3 - Rue de Tournai,fr
3 - Rue de Tournai,3 - Doornikstraat,nl
4 - Boulevard Maurice Lemonnier,4 - Boulevard Maurice Lemonnier,fr
4 - Boulevard Maurice Lemonnier,4 - Maurice Lemonnierlaan,nl
5 - Place Anneessens,5 - Place Anneessens,fr
5 - Place Anneessens,5 - Anneessensplein,nl
6 - Place Anneessens,6 - Place Anneessens,fr
6 - Place Anneessens,6 - Anneessensplein,nl
1 - Boulevard Maurice Lemonnier,1 - Boulevard Maurice Lemonnier,fr
1 - Boulevard Maurice Lemonnier,1 - Maurice Lemonnierlaan,nl
1 - Parvis de Saint-Gilles,1 - Parvis de Saint-Gilles,fr
1 - Parvis de Saint-Gilles,1 - Sint-Gillisvoorplein,nl
2 - Rue Hôtel des Monnaies,2 - Rue Hôtel des Monnaies,fr
2 - Rue Hôtel des Monnaies,2 - Munthofstraat,nl
1 - Chaussée de Waterloo,1 - Chaussée de Waterloo,fr
1 - Chaussée de Waterloo,1 - Waterloosesteenweg,nl
2 - Chaussée de Waterloo,2 - Chaussée de Waterloo,fr
2 - Chaussée de Waterloo,2 - Waterloosesteenweg,nl
1 - Avenue Jupiter,1 - Avenue Jupiter,fr
1 - Avenue Jupiter,1 - Jupiterlaan,nl
2 - Avenue Besme,2 - Avenue Besme,fr
2 - Avenue Besme,2 - Besmelaan,nl
3 - Avenue Albert,3 - Avenue Albert,fr
3 - Avenue Albert,3 - Albertlaan,nl
1 - Square Vergote,1 - Square Vergote,fr
1 - Square Vergote,1 - Vergoteplein,nl
2 - Square Vergote,2 - Square Vergote,fr
2 - Square Vergote,2 - Vergoteplein,nl
3 - Boulevard Brand Whitlock,3 - Boulevard Brand Whitlock,fr
3 - Boulevard Brand Whitlock,3 - Brand Whitlocklaan,nl
4 - Boulevard Brand Whitlock,4 - Boulevard Brand Whitlock,fr
4 - Boulevard Brand Whitlock,4 - Brand Whitlocklaan,nl
1 - Boulevard Auguste Reyers,1 - Boulevard Auguste Reyers,fr
1 - Boulevard Auguste Reyers,1 - Auguste Reyerslaan,nl
2 - Boulevard Auguste Reyers,2 - Boulevard Auguste Reyers,fr
2 - Boulevard Auguste Reyers,2 - Auguste Reyerslaan,nl
1 - Boulevard Saint-Michel,1 - Boulevard Saint-Michel,fr
1 - Boulevard Saint-Michel,1 - Sint-Michielslaan,nl
2 - Rue Charles Legrelle,2 - Rue Charles Legrelle,fr
2 - Rue Charles Legrelle,2 - Charles Legrellestraat,nl
3 - Rue Charles Legrelle,3 - Rue Charles Legrelle,fr
3 - Rue Charles Legrelle,3 - Charles Legrellestraat,nl
4 - Rue Père E. Devroye,4 - Rue Père E. Devroye,fr
4 - Rue Père E. Devroye,4 - Pater Eudore Devroyestraat,nl
5 - Avenue Boileau,5 - Avenue Boileau,fr
5 - Avenue Boileau,5 - Boileaulaan,nl
1 - Route de Lennik,1 - Route de Lennik,fr
1 - Route de Lennik,1 - Lenniksebaan,nl
2 - Route de Lennik,2 - Route de Lennik,fr
2 - Route de Lennik,2 - Lenniksebaan,nl
3 - Hôpital Erasme,3 - Hôpital Erasme,fr
3 - Hôpital Erasme,3 - Erasmus Ziekenhuis,nl
1 - Boulevard Josse Leemans,1 - Boulevard Josse Leemans,fr
1 - Boulevard Josse Leemans,1 - Josse Leemanslaan,nl
1 - Chaussée de Mons,1 - Chaussée de Mons,fr
1 - Chaussée de Mons,1 - Bergensesteenweg,nl
2 - Parking CERIA,2 - Parking CERIA,fr
2 - Parking CERIA,2 - Parking CERIA,nl
1 - Place Bizet,1 - Place Bizet,fr
1 - Place Bizet,1 - Bizetplein,nl
1 - Avenue Gounod,1 - Avenue Gounod,fr
1 - Avenue Gounod,1 - Gounodlaan,nl
2 - Place Verdi,2 - Place Verdi,fr
2 - Place Verdi,2 - Verdiplein,nl
1 - Cours Saint-Guidon,1 - Cours Saint-Guidon,fr
1 - Cours Saint-Guidon,1 - Sint-Guidocorso,nl
2 - Cours Saint-Guidon,2 - Cours Saint-Guidon,fr
2 - Cours Saint-Guidon,2 - Sint-Guidocorso,nl
1 - Square E. Vander Bruggen,1 - Square E. Vander Bruggen,fr
1 - Square E. Vander Bruggen,1 - Emile Vander Bruggensquare,nl
2 - Place du Repos,2 - Place du Repos,fr
2 - Place du Repos,2 - Rustplein,nl
1 - Avenue Norbert Gille,1 - Avenue Norbert Gille,fr
1 - Avenue Norbert Gille,1 - Norbert Gillelaan,nl
2 - Avenue Norbert Gille,2 - Avenue Norbert Gille,fr
2 - Avenue Norbert Gille,2 - Norbert Gillelaan,nl
3 - Boulevard Jules Graindor,3 - Boulevard Jules Graindor,fr
3 - Boulevard Jules Graindor,3 - Jules Graindorlaan,nl
4 - Boulevard Jules Graindor,4 - Boulevard Jules Graindor,fr
4 - Boulevard Jules Graindor,4 - Jules Graindorlaan,nl
1 - Avenue Joseph Baeck,1 - Avenue Joseph Baeck,fr
1 - Avenue Joseph Baeck,1 - Joseph Baecklaan,nl
5 - Rue Verheyden,5 - Rue Verheyden,fr
5 - Rue Verheyden,5 - Verheydenstraat,nl
6 - Chaussée de Ninove,6 - Chaussée de Ninove,fr
6 - Chaussée de Ninove,6 - Ninoofsesteenweg,nl
1 - Rue Dubois-Thorn,1 - Rue Dubois-Thorn,fr
1 - Rue Dubois-Thorn,1 - Dubois-Thornstraat,nl
2 - Rue Alphonse Vandenpeereboom,2 - Rue Alphonse Vandenpeereboom,fr
2 - Rue Alphonse Vandenpeereboom,2 - Alphonse Vandenpeereboomstraat,nl
1 - Chaussée de Gand,1 - Chaussée de Gand,fr
1 - Chaussée de Gand,1- Gentsesteenweg,nl
2 - Avenue Mahatma Gandhi,2 - Avenue Mahatma Gandhi,fr
2 - Avenue Mahatma Gandhi,2 - Mahatma Gandhilaan,nl
1 - Boulevard Belgica,1 - Boulevard Belgica,fr
1 - Boulevard Belgica,1 - Belgicalaan,nl
2 - Boulevard Belgica,2 - Boulevard Belgica,fr
2 - Boulevard Belgica,2 - Belgicalaan,nl
1 - Rue Charles Demeer,1 - Rue Charles Demeer,fr
1 - Rue Charles Demeer,1 - Charles Demeerstraat,nl
1 - Rue Léopold I,1 - Rue Léopold I,fr
1 - Rue Léopold I,1 - Leopold I-straat,nl
2 - Place Emile Bockstael,2 - Place Emile Bockstael,fr
2 - Place Emile Bockstael,2 - Emile Bockstaelplein,nl
3 - Boulevard Emile Bockstael,3 - Boulevard Emile Bockstael,fr
3 - Boulevard Emile Bockstael,3 - Emile Bockstaelplein,nl
4 - Rue du Champ de la Couronne,4 - Rue du Champ de la Couronne,fr
4 - Rue du Champ de la Couronne,4 - Kroonveldstraat,nl
5 - Rue des Artistes,5 - Rue des Artistes,fr
5 - Rue des Artistes,5 - Kunstenaarsstraat,nl
1 - Boulevard de Smet de Naeyer,1 - Boulevard de Smet de Naeyer,fr
1 - Boulevard de Smet de Naeyer,1 - de Smet de Naeyerlaan,nl
4 - Avenue Houba-de Strooper,4 - Avenue Houba-de Strooper,fr
4 - Avenue Houba-de Strooper,4 - Houba de Strooperlaan,nl
3 - Boulevard de Smet de Naeyer,3 - Boulevard de Smet de Naeyer,fr
3 - Boulevard de Smet de Naeyer,3 - de Smet de Naeyerlaan,nl
2 - Avenue Houba-de Strooper,2 - Avenue Houba-de Strooper,fr
2 - Avenue Houba-de Strooper,2 - Houba de Strooperlaan,nl
1 - Avenue Houba-de Strooper,1 - Avenue Houba-de Strooper,fr
1 - Avenue Houba-de Strooper,1 - Houba de Strooperlaan,nl
2 - Rue du Heysel,2 - Rue du Heysel,fr
2 - Rue du Heysel,2 - Heizelstraat,nl
1 - Avenue Impératrice Charlotte,1 - Avenue Impératrice Charlotte,fr
1 - Avenue Impératrice Charlotte,1 - Keizerin Charlottelaan,nl
2 - Avenue des Athlètes,2 - Avenue des Athlètes,fr
2 - Avenue des Athlètes,2 - Atletenlaan,nl
3 - Esplanade,3 - Esplanade,fr
3 - Esplanade,3 - Esplanade,nl
4 - Esplanade,4 - Esplanade,fr
4 - Esplanade,4 - Esplanade,nl
2 - Avenue Houba de Strooper,2 - Avenue Houba de Strooper,fr
2 - Avenue Houba de Strooper,2 - Houba de Strooperlaan,nl
3 - Avenue des Citronniers,3 - Avenue des Citronniers,fr
3 - Avenue des Citronniers,3 - Citroenbomenlaan,nl
